Document_ID,Date_Publish,Inventor,Title,PayPatent,Patent_Language,Description
US RE34110 E,4/11/2024,van der Zweep; Menno et al.,"['Zinc', 'Finger', 'Binding', 'Domains', 'CNN']",United States,en,zinc finger binding domains cnn
US RE34077 E,4/11/2024,van der Wouden; Adriaan,"['ZINC', 'ENRICHED', 'LITHIUM', 'SILICATE-LATEX', 'COATING', 'COMPOSITION']",United States,de,zinc enriched lithium silicate-latex coating composition
US RE34060 E,4/11/2024,van der Weide; Daniel W.,"['ZINC', 'DOPED', 'MANGANESE-IRON', 'SPINEL', 'CATALYST', 'MATERIAL', 'AND', 'METHOD', 'OF', 'MAKING', 'AND', 'USING', 'THE', 'SAME']",United States,en,zinc doped manganese-iron spinel catalyst material method making using
US RE34013 E,4/11/2024,van der Wal; Erik et al.,"['Zinc', 'housing', 'plug', 'connector']",United States,en,zinc die-cast housing plug connector
US RE33999 E,4/11/2024,van der Vleugel; Dominicus J. M. et al.,"['Zinc', 'deficiency', 'sclerosis']",United States,ro,zinc deficiency multiple sclerosis
US RE33995 E,4/11/2024,van der Velde; Willem Jacob et al.,"['Zinc', 'compositions', 'use']",United States,en,zinc containing compositions anti-viral use
US RE33887 E,4/11/2024,van der Strate; Barry W.A. et al.,"['ZINC', 'COMPOSITIONS', 'FOR', 'COATED', 'MICRONEEDLE', 'ARRAYS']",United States,en,zinc compositions coated microneedle arrays
US RE33814 E,4/11/2024,van der Spoel; David et al.,"['Zinc', 'composition', 'use', 'applications']",United States,en,zinc composition use anti-microbial applications
US RE33772 E,4/11/2024,van der Reijden; Antoon,"['Zinc', 'chloride', 'unit', 'packaging', 'applicator', 'method', 'use', 'cancer', 'skin', 'diseases']",United States,en,zinc chloride unit dose packaging applicator method use treating cancer skin diseases
US RE33728 E,4/11/2024,van der Reijden; Antoon,"['Zinc', 'chloride', 'composition', 'unit', 'packaging', 'applicator', 'method', 'use', 'cancer', 'skin', 'diseases']",United States,en,zinc chloride composition unit dose packaging applicator method use treating cancer skin diseases
US RE33614 E,4/11/2024,van der Reijden; Antoon,"['ZINC', 'BINUCLEAR', 'CLUSTER', 'TRANSCRIPTIONAL', 'REGULATOR-DEFICIENT', 'STRAIN']",United States,de,zinc binuclear cluster transcriptional regulator-deficient strain
US RE33465 E,4/11/2024,van der Padt; Albert et al.,"['Zinc', 'LIM', 'protein', 'S2-6']",United States,de,zinc binding lim protein s2-6
US RE33323 E,4/11/2024,van der Nol; Harm,"['Zinc', 'compounds', 'method', 'use']",United States,en,zinc binding compounds method use
US RE33252 E,4/11/2024,van der Merwe; Dirk Jacobus,"['Zinc', 'compounds', 'method', 'use']",United States,en,zinc binding compounds method use
US RE33164 E,4/11/2024,van der Marel; Piet et al.,"['ZINC', 'ASSOCIATED', 'TREATMENT', 'FOR', 'AND', 'DIAGNOSIS', 'OF', 'CACHEXIA']",United States,de,zinc associated treatment for and diagnosis of cachexia
US RE33144 E,4/11/2024,van der Made; Peter A.J.,"['ZINC', 'AND', 'COPPER', 'FOR', 'THE', 'PROPHYLAXIS', 'AND', 'TREATMENT', 'OF', 'COVID-19']",United States,en,zinc copper prophylaxis treatment covid-19
US RE33135 E,4/11/2024,"van der Made, Peter A.J.","['ZINC', 'ALUMINATE', 'LUMINESCENT', 'MATERIAL', 'AND', 'PREPARATION', 'METHOD', 'THEREOF']",United States,en,zinc aluminate luminescent material preparation method thereof
US RE33080 E,4/11/2024,van der Maas; Cornelis et al.,"['ZINC', 'ACTIVATED', 'THYMULIN', 'AND', 'METHODS', 'OF', 'PREPARATION', 'AND', 'ADMINISTRATION']",United States,de,zinc activated thymulin and methods of preparation and administration
US RE33000 E,4/11/2024,van der Maarel; Silvere M. et al.,"['Zinc', 'ion', 'channel']",United States,en,zinc activated ion channel
US RE32990 E,4/11/2024,van der Loo; Johannes C.M. et al.,"['ZIKA', 'VIRUS', 'VIRUS', 'LIKE', 'PARTICLE']",United States,de,zika virus virus like particle
US RE32833 E,4/11/2024,van der Linden; Jan,"['ZIKA', 'VIRUS', 'VACCINES', 'USING', 'VIRUS-LIKE', 'PARTICLES']",United States,de,zika virus vaccines using virus-like particles
US RE32758 E,4/11/2024,van der Ley; Peter André et al.,"['ZIKA', 'VIRUS', 'VACCINES']",United States,de,zika virus vaccines
US RE32697 E,4/11/2024,van der Lelie; Daniel et al.,"['ZIKA', 'VIRUS', 'VACCINES']",United States,de,zika virus vaccines
US RE32696 E,4/11/2024,van der Lelie; Daniel et al.,"['ZIKA', 'VIRUS', 'VACCINE', 'COMPOSITION', 'AND', 'APPLICATION', 'THEREOF']",United States,de,zika virus vaccine composition and application thereof
US RE32513 E,4/11/2024,van der Laan; Mark,"['ZIKA', 'VIRUS', 'VACCINE', 'AND', 'METHODS', 'OF', 'PRODUCTION']",United States,de,zika virus vaccine and methods of production
US RE32469 E,4/11/2024,van der Laan; Hieronymus J.M.,"['ZIKA', 'VIRUS', 'VACCINE', 'AND', 'COMBINATION', 'VACCINE']",United States,de,zika virus vaccine and combination vaccine
US RE32441 E,4/11/2024,van der Laan; Hieronymus J. M.,"['Zika', 'virus', 'vaccine']",United States,lv,zika virus vaccine
US RE32423 E,4/11/2024,van der Laan; Hieronymus J. M.,"['ZIKA', 'VIRUS', 'VACCINE']",United States,de,zika virus vaccine
US RE32419 E,4/11/2024,van der Laan; Hieronymus J. M.,"['ZIKA', 'VIRUS', 'VACCINE']",United States,de,zika virus vaccine
US RE32343 E,4/11/2024,van der Laan; Hieronymus J. M.,"['ZIKA', 'VIRUS', 'VACCINE']",United States,de,zika virus vaccine
US RE32319 E,4/11/2024,van der Laan; Hieronymus J. M.,"['ZIKA', 'VIRUS', 'VACCINE']",United States,de,zika virus vaccine
US RE32268 E,4/11/2024,van der Krieken; Wilhelmus Maria et al.,"['ZIKA', 'VIRUS', 'TREATMENT', 'CD24-POSITIVE', 'TUMORS', 'AND', 'DISEASES', 'ASSOCIATED', 'WITH', 'ABNORMAL', 'T', 'CELL', 'ACTIVATION', 'AND', 'TREATING', 'OR', 'PREVENTING', 'ZIKA', 'VIRUS', 'INFECTIONS']",United States,de,zika virus treatment of cd24-positive tumors and diseases associated with abnormal t cell activation and treating or preventing zika virus infections
US RE32009 E,4/11/2024,van der Kooy; Derek et al.,"['ZIKA', 'VIRUS', 'STRAINS', 'FOR', 'TREATMENT', 'OF', 'GLIOBLASTOMA']",United States,de,zika virus strains for treatment of glioblastoma
US RE31933 E,4/11/2024,van der Knaap; Margo Sientje et al.,"['ZIKA', 'VIRUS', 'RNA', 'VACCINES']",United States,de,zika virus rna vaccines
US RE31871 E,4/11/2024,van der Knaap; Esther,"['ZIKA', 'VIRUS', 'PROTEASE', 'INHIBITORS', 'AND', 'METHODS', 'OF', 'USE', 'THEREOF']",United States,de,zika virus protease inhibitors and methods of use thereof
US RE31830 E,4/11/2024,van der Jagt; Cornelis,"['ZIKA', 'VIRUS', 'MRNA', 'VACCINES']",United States,de,zika virus mrna vaccines
US RE31779 E,4/11/2024,van der Hoeven; Martin,"['Zika', 'Virus', 'Particle', 'VLP', 'Vaccine', 'Microneutralization', 'Assay']",United States,en,zika virus like particle vlp based vaccine microneutralization assay
US RE31712 E,4/11/2024,van der Heyden; Henricus J. T. M.,"['ZIKA', 'VIRUS', 'IMMUNOGENIC', 'COMPOSITIONS']",United States,de,zika virus immunogenic compositions
US RE31619 E,4/11/2024,van der Heyden; Henricus J. T. M.,"['ZIKA', 'VIRUS', 'IMMUNOGENIC', 'COMPOSITIONS']",United States,de,zika virus immunogenic compositions
US RE31583 E,4/11/2024,van der Heijden; Maurice Wilhelmus et al.,"['Zika', 'Virus', 'Constructs', 'Therapeutic', 'Compositions', 'Thereof']",United States,en,zika virus constructs therapeutic compositions thereof
US RE31439 E,4/11/2024,van der Heiden; Johannes et al.,"['Zika', 'Virus', 'Assay', 'Systems']",United States,fi,zika virus assay systems
US RE31313 E,4/11/2024,van der Heide; Lars Philip,"['ZIKA', 'VIRUS', 'ANTIBODIES']",United States,de,zika virus antibodies
US RE31249 E,4/11/2024,van der HORST; Edward Thein Htun et al.,"['ZIKA', 'VIRAL', 'ANTIGEN', 'CONSTRUCTS']",United States,ca,zika viral antigen constructs
US RE31222 E,4/11/2024,van der Geer; Peter et al.,"['ZIKA', 'VIRAL', 'ANTIGEN', 'CONSTRUCTS']",United States,de,zika viral antigen constructs
US RE31186 E,4/11/2024,van der Gaast; Tjietse,"['Zika', 'Vaccines', 'Methods', 'Use']",United States,en,zika vaccines methods use
US RE31039 E,4/11/2024,van der Donk; Wilfred A. et al.,"['Zika', 'Vaccines', 'Immunogenic', 'Compositions', 'Methods', 'Same']",United States,en,zika vaccines immunogenic compositions methods using
US RE31038 E,4/11/2024,van der Donk; Wilfred A. et al.,"['ZIKA', 'VACCINES', 'AND', 'IMMUNOGENIC', 'COMPOSITIONS', 'AND', 'METHODS', 'OF', 'USING', 'THE', 'SAME']",United States,de,zika vaccines and immunogenic compositions and methods of using the same
US RE31037 E,4/11/2024,van der Donk; Wilfred A. et al.,"['ZIKA', 'RNA', 'VACCINES']",United States,hu,zika rna vaccines
US RE31036 E,4/11/2024,van der Donk; Wilfred A. et al.,"['ZIKA', 'NEUTRALIZING', 'ANTIBODY', 'COMPOSITIONS', 'AND', 'METHODS', 'OF', 'USING', 'THE', 'SAME']",United States,de,zika neutralizing antibody compositions and methods of using the same
US RE31006 E,4/11/2024,van der Donk; Wilfred A. et al.,"['ZIKA', 'A', 'CELL', 'PENETRATING', 'PEPTIDE', 'FOR', 'DELIVERY', 'TO', 'THE', 'BRAIN']",United States,en,zika cell penetrating peptide delivery brain
US RE30988 E,4/11/2024,van der Donk; Wilfred A.,"['ZIKA', 'ANTIBODIES', 'AND', 'THEIR', 'USE']",United States,de,zika antibodies and their use
US RE30985 E,4/11/2024,"van der Donk, Willem A.  et al.","['ZIGZAG', 'BLANKING', 'DEVICE', 'IN', 'A', 'PRESS']",United States,de,zigzag blanking device a press
US RE30802 E,4/11/2024,van der Burg; Sjoerd Henricus et al.,"['adsorbent', 'materials', 'thereof']",United States,en,zif-containing adsorbent materials uses thereof
US RE30690 E,4/11/2024,van der Burg; Sjoerd Hendricus et al.,"['Ziegler-Natta', 'Catalyzed', 'Polyisoprene', 'Articles']",United States,it,ziegler-natta catalyzed polyisoprene articles
US RE30379 E,4/11/2024,van der Bruggen; Pierre et al.,"['Ziegler', 'type', 'catalyst', 'system']",United States,en,ziegler type catalyst system
US RE30354 E,4/11/2024,van der Bruggen; Pierre et al.,"['Ziegler', 'type', 'catalyst', 'system']",United States,en,ziegler type catalyst system
US RE30257 E,4/11/2024,van der Bruggen; Pierre et al.,"['Ziegler', 'type', 'catalyst', 'system']",United States,da,ziegler type catalyst system
US RE30179 E,4/11/2024,van der Bruggen; Pierre et al.,"['ZIC1', 'AND', 'GHSR', 'MOLECULAR', 'DIAGNOSTIC', 'MARKERS', 'FOR', 'HPV-INDUCED', 'INVASIVE', 'CANCERS', 'NONHPV-INDUCED', 'GYNAECOLOGICAL', 'AND', 'ANOGENITAL', 'CANCERS', 'AND', 'THEIR', 'HIGH-GRADE', 'PRECURSOR', 'LESIONS']",United States,en,zic1 ghsr molecular diagnostic markers hpv-induced invasive cancers nonhpv-induced gynaecological anogenital cancers high-grade precursor lesions
US RE30125 E,4/11/2024,van der Bruggen; Pierre et al.,"['Zestern', 'improvement', 'immunodetection', 'process']",United States,en,zestern simple fast specific quantifiable improvement immunodetection process
US RE30070 E,4/11/2024,van der Bruggen; Pierre et al.,"['DNS', 'FQDN', 'traffic', 'acquisition', 'IP']",United States,en,zero-trust dns fqdn based traffic acquisition using synthetic ip
US RE30065 E,4/11/2024,van der Bruggen; Pierre et al.,"['SECURITY', 'SENSOR', 'UPDATES']",United States,de,zero-touch security sensor updates
US RE30008 E,4/11/2024,van der Bruggen; Pierre et al.,"['DEVICE', 'FOR', 'DISPOSABLE', 'HIGH-SPEED', 'TURBINE', 'DENTAL', 'DRILL', 'HANDPIECE']",United States,de,zero-suckback device for disposable high-speed turbine dental drill handpiece
US RE29937 E,4/11/2024,van der Bruggen; Pierre B. et al.,"['CROSS-LINGUAL', 'TRANSFER', 'LEARNING']",United States,en,zero-shot cross-lingual transfer learning
US RE29935 E,4/11/2024,van der Aart; Lizah Tanja et al.,['tire'],United States,fr,zero-pressure tire
US RE29835 E,4/11/2024,van den Pol; Anthony et al.,"['Zero-Power', 'Wireless', 'Chemical', 'Sensor', 'Agricultural', 'Pests', 'Disease', 'Monitoring']",United States,en,zero-power wireless chemical sensor agricultural pests disease monitoring
US RE29771 E,4/11/2024,van den Pol; Anthony N. et al.,"['Zero-order', 'release', 'implants']",United States,en,zero-order prolonged release coaxial implants
US RE29747 E,4/11/2024,van den Pol; Anthony N. et al.,"['Zero-mode', 'metal', 'clad', 'waveguides', 'spectroscopy', 'observation', 'volumes']",United States,en,zero-mode metal clad waveguides performing spectroscopy confined effective observation volumes
US RE29381 E,4/11/2024,van den Pol; Anthony N.,"['virus', 'spam', 'detection']",United States,en,zero-minute virus spam detection
US RE29222 E,4/11/2024,van den Pol; Anthony N.,"['quarantine', 'messages']",United States,en,zero-hour quarantine suspect electronic messages
US RE29100 E,4/11/2024,van den Oudenrijn; Sonja et al.,"['FLUIDIZED', 'BED', 'REACTOR', 'HYDRO-CHLORINATION', 'OF', 'SiCl4', 'M.G.-Si']",United States,de,zero-heat-burden fluidized bed reactor for hydro-chlorination of sicl4 and m g si
US RE29082 E,4/11/2024,van den Nieuwenhof; Ingrid et al.,"['TECHNIQUE', 'FOR', 'SEPARATING', 'SLUDGE', 'AND', 'SALT', 'FROM', 'DESULFURIZATION', 'WASTEWATER']",United States,de,zero-discharge technique for separating sludge and salt from desulfurization wastewater
US RE28977 E,4/11/2024,van den Hurk; Jan et al.,"['Rotating', 'Guest', 'Image', 'Profile']",United States,en,zero-day rotating guest image profile
US RE28968 E,4/11/2024,van den HEUVEL; Johannes Franciscus Johanna Maria et al.,"['PATCHING', 'WITHIN', 'AN', 'ENTITY', 'SECURE', 'NETWORK']",United States,de,zero-day patching within entity s secure network
US RE28940 E,4/11/2024,"van den Dungen, Wilhelmus Johannes Everardus Maria  et al.","['DISCOVERY', 'SYSTEM']",United States,de,zero-day discovery system
US RE28856 E,4/11/2024,van den Broek; Hendrik et al.,"['ZERO', 'YIELD', 'REACTOR', 'AND', 'METHOD', 'OF', 'SANITIZING', 'AIR', 'USING', 'ZERO', 'YIELD', 'REACTOR']",United States,de,zero yield reactor and method of sanitizing air using zero yield reactor
US RE28801 E,4/11/2024,van den Brink; Richard Rudolf Theodoor,"['Zero', 'volume', 'cell']",United States,it,zero volume cell
US RE28800 E,4/11/2024,van den Bossche; Alex,"['Zero', 'Trust', 'Wireless', 'Monitoring', 'System', 'Method', 'Behavior', 'Monitoring', 'Radio', 'Frequency', 'Environments']",United States,en,zero trust wireless monitoring system method behavior based monitoring radio frequency environments
US RE28588 E,4/11/2024,van den Bosch; Willem Frederik,"['ZERO', 'TRUST', 'DATA', 'CASTLE', 'SYSTEM', 'WITH', 'SECURITY', 'OPERATION', 'METHODS', 'FOR', 'ACTIVE', 'RESPONSE']",United States,en,zero trust data castle system security operation methods active response
US RE28560 E,4/11/2024,van den Bosch; Willem Frederik,"['Zero', 'trust', 'zero', 'knowledge', 'application', 'access', 'system']",United States,en,zero trust zero knowledge application access system
US RE28549 E,4/11/2024,van den Bosch; Johannes Franciscus,"['sequence', 'element', 'relays']",United States,en,zero sequence voltage-polarized directional element protective relays
US RE28544 E,4/11/2024,van den Bosch; Henk et al.,"['ZERO', 'KNOWLEDGE', 'PROVER']",United States,pl,zero knowledge prover
US RE28456 E,4/11/2024,van den Bosch; Francois J. G.,"['Zero', 'hop', 'algorithm', 'network', 'threat', 'identification', 'mitigation']",United States,en,zero hop algorithm network threat identification mitigation
US RE27710 E,4/11/2024,van den Bosch; Franciscus et al.,"['ZERO', 'GRAVITY', 'PROCESS', 'DEVICE']",United States,de,zero gravity process device
US RE27203 E,4/11/2024,van den Bosch; Franciscus et al.,"['Emission', 'Waste', 'System', 'Method']",United States,en,zero emission waste system method
US RE26963 E,4/11/2024,van den Bosch; Franciscus et al.,"['Zero', 'Dwell', 'Time', 'Process', 'Library', 'Script', 'Monitoring']",United States,en,zero dwell time process library script monitoring
US RE25721 E,4/11/2024,van den Bosch; Franciscus et al.,"['ZERO', 'DISCHARGE', 'WATER', 'TREATMENT', 'APPARATUS', 'AND', 'METHOD']",United States,de,zero discharge water treatment apparatus and method
US RE23746 E,4/11/2024,van den Bosch; Franciscus,"['Zero', 'Discharge', 'Water', 'Desalination', 'Plant', 'Minerals', 'Extraction', 'Integrated', 'Natural', 'Gas', 'Combined', 'Cycle', 'Power', 'Generation']",United States,en,zero discharge water desalination plant minerals extraction integrated natural gas combined cycle power generation
US RE20449 E,4/11/2024,van den Bosch; Franciscus,"['ZERO', 'DEAD', 'LEG', 'VALVE']",United States,de,zero dead leg valve
US RE17930 E,4/11/2024,van den Bosch; Franciscus,"['ZERO', 'DAY', 'THREAT', 'DETECTION', 'USING', 'HOST', 'APPLICATION/PROGRAM', 'TO', 'USER', 'AGENT', 'MAPPING']",United States,de,zero day threat detection using host application program to user agent mapping
US RE04798 E,4/11/2024,van den Bosch; Bernardus,"['ZERO', 'DAY', 'THREAT', 'DETECTION', 'BASED', 'ON', 'FAST', 'FLUX', 'DETECTION', 'AND', 'AGGREGATION']",United States,de,zero day threat detection based on fast flux detection and aggregation
US PP35724 P2,4/11/2024,van den Bosch; Bernardus,"['Zero', 'day', 'malware', 'scanner']",United States,en,zero day malware scanner
US PP35723 P2,4/11/2024,van den Bosch; Bernardus,"['Zero', 'copy', 'packet', 'sends']",United States,en,zero copy packet buffering using shadow sends
US PP35720 P2,4/11/2024,van den Bosch; Bernardus,"['Configuration', 'Set-Up', 'Thin', 'Client', 'Computers']",United States,en,zero configuration set-up thin client computers
US PP35715 P2,4/11/2024,van den Bosch; Bernardus,"['ZERO', 'CONFIGURATION', 'AN', 'ACCESS', 'POINT', 'CONNECTING', 'TO', 'A', 'MESH', 'NETWORK']",United States,pt,zero configuration of an access point connecting to mesh network
US PP35714 P2,4/11/2024,van den Bosch; Bernardus,"['back-pressure', 'conveyor', 'system']",United States,en,zero back-pressure conveyor system
US PP35713 P2,4/11/2024,van den Bosch; Bernardus,"['back-pressure', 'conveyor', 'system']",United States,en,zero back-pressure conveyor system
US PP35712 P2,4/11/2024,van den Bosch; Bernardus,"['inhibition', 'biocatalysis']",United States,en,zeolitic inhibition biocatalysis
US PP35711 P2,4/11/2024,van den Bosch; Bernardus,"['imidazolate', 'framework', 'materials', 'synthesis', 'use']",United States,en,zeolitic imidazolate framework materials synthesis use
US PP35710 P2,4/11/2024,van den Bosch; Bernardus,"['compositions', 'bacillus', 'anthracis', 'toxins']",United States,en,zeolitic compositions inhibiting bacillus anthracis toxins
US PP35697 P2,4/11/2024,van den Bosch; Bernardus,"['ZEOLITES', 'EFFECT']",United States,pt,zeolites having neuro-protective effect
