Numéro,Patent Number,Inventeur/org,Date de publication,country_code,country_name,description_language,Titre,Description
43,cn104372013a b,qingdao honghao biotechnology co ltd,2015-02-25,cn,china,en,"['duck', 'hepatitis', 'virus', 'genetic', 'engineering', 'subunit', 'vaccine']","['...the', 'invention', 'aims', 'provide', 'duck', 'hepatitis', 'virus', 'genetic', 'engineering', 'subunit', 'vaccine.', 'novel', 'duck', 'hepatitis', 'virus', 'structural...', 'duck', 'hepatitis', 'virus', 'genetic', 'engineering', 'subunit', 'vaccine.', 'amino', 'acid', 'sequence', 'encoding', 'protein', 'duck', 'hepatitis', 'virus', 'structural', 'protein', 'vp1', 'seq', 'id', 'no1', 'one', 'nucleotide', 'sequence', 'seq', 'id', 'no2.', 'escherichia', 'coli', '...']"
44,cn115033881a b,no 30 inst china electronic tech group corp,2022-09-09,cn,china,en,"['plc', 'programmable', 'logic', 'controller', 'virus', 'detection', 'method', 'device', 'equipment', 'storage', 'medium']","['...the', 'invention', 'discloses', 'plc', 'programmable', 'logic', 'controller', 'virus', 'detection', 'method', 'device', 'equipment', 'storage', 'medium', 'detection...', 'condition', 'priori', 'knowledge', 'local', 'engineering', 'logic', 'like', 'logic', 'information', 'detected', 'acquired...', 'possibly', 'existing', 'viruses', 'accurate', 'judgment', 'virus', 'detection', 'achieved', 'obtaining', 'complete', 'engineering', 'logic', 'plc', 'combining', 'static', 'feature', 'analysis', 'technology.', '...']"
45,cn105906721a b,wuhu tianming biotechnology co ltd,2016-08-31,cn,china,en,"['varicella-zoster', 'virus', 'gb-ge-gh-gl', 'fusion', 'protein', 'genetic', 'engineering', 'subunit', 'vaccine', 'preparation', 'methods']","['...the', 'invention', 'relates', 'technical', 'field', 'biomedicine', 'particularly', 'provides', 'varicella-zoster', 'virus', 'gb-ge-gh-gl', 'fusion', 'protein', 'genetic', 'engineering', 'subunit', 'vaccine', 'preparation', 'methods.', 'fusion', 'protein', 'comprises', 'vzv', 'gb', 'extracellular', 'region', 'ge...', 'fusion', 'protein.', 'fusion', 'protein', 'purified', 'mixed', 'medicinal', 'adjuvant', 'prepared', 'genetic', 'engineering', '...']"
46,wo2022211482a1,iac in nat univ chungnam kr,2022-10-06,wo,world intellectual property organization wipo,fr,"['vaccin', 'contre', 'un', 'virus', 'fond', 'sur', 'une', 'ingnierie', 'de', 'surface', 'virale', 'fournissant', 'une', 'immunit', 'accrue']","['la', 'prsente', 'invention', 'se', 'rapporte', '', 'un', 'vaccin', 'contre', 'un', 'virus', 'fond', 'sur', 'une', 'ingnierie', 'de', 'surface', 'virale', 'le', 'vaccin', 'contre', 'le', 'virus', 'procurant', 'une', 'immunit', 'accrue.', 'un', 'peptide', 'de', 'liaison', 'selon', 'un', 'aspect', 'de', 'la', 'prsente', 'invention', 'la', 'caractristique', 'de', 'pouvoir', 'tre', 'fix', '', 'un', 'virus', 'et', 'peut', 'ainsi', 'amliorer', 'limmunognicit', 'dun', 'vaccin', 'en', 'tant', 'utilis', '...']"
47,cn105349500a b,inst viral disease control  prevention chinese ct,2016-02-24,cn,china,en,"['novel', 'hepatitis', 'virus', 'strain', 'application', 'thereof']","['...the', 'invention', 'relates', 'field', 'viruses', 'particular', 'novel', 'hepatitis', 'virus', 'strain', 'application', 'thereof...', 'virus', 'strain', 'includes', 'application', 'novel', 'hepatitis', 'virus', 'strain', 'preparation', 'medicine', 'preventing', 'andor', 'treating', 'hepatitis', 'application', 'hepatitis', 'virus', 'strain', 'production', 'hepatitis', 'virus', 'animal', '...']"
48,cn1288241c a,univ wuhan hk,2006-12-06,cn,china,en,"['method', 'increasing', 'insect', 'virus', 'propagation', 'efficiency']","['...a', 'process', 'increasing', 'reproduction', 'efficiency', 'insect', 'virus', 'characterized', 'synergistic', 'protein', 'insect', 'virus', 'inclusion', 'body', 'insect', 'virus', 'exploded', 'obtain', 'virus', 'particles', 'used', 'infect', 'adult', 'insects', 'high-efficiency', 'high-level', 'reproduction', 'said', 'virus', 'insects.', '...']"
49,wo2005087263a1,rwth aachen de,2005-09-22,wo,world intellectual property organization wipo,fr,"['vaccin', 'destine', 'prevenir', 'ou', 'traiter', 'une', 'infection', 'due', 'au', 'virus', 'de', 'lherpes']","['...linvention', 'concerne', 'des', 'vaccins', 'destins', '', 'prvenir', 'une', 'infection', 'due', 'au', 'virus', 'de', 'lherps', 'dans', 'tout', 'individu', 'rcepteur', 'etou', '', 'traiter', 'une', 'maladie', 'occasionne', 'par', 'le', 'virus', 'de', 'lherps', 'chez', 'un', 'patient.', 'linvention', 'concerne', 'en', 'outre', 'un', 'procd', 'de', 'fabrication', 'dun', 'tel', 'virus.', '...']"
50,cn102321547a b,harbin vet res inst caas,2012-01-18,cn,china,en,"['recombination', 'yeast', 'engineering', 'bacteria', 'expressing', 'reticuloendotheliosis', 'virus', 'rev', 'gp90', 'protein', 'construction', 'method', 'application']","['invention', 'discloses', 'recombination', 'yeast', 'engineering', 'bacteria', 'expressing', 'reticuloendotheliosis', 'virus', 'gp90', 'protein', 'construction', 'method', 'application.', 'recombination', 'yeast', 'engineering', 'bacterial', 'strain', 'preserved', 'cgmcc', 'preservation', 'number', 'cgmcc', 'no.', '5046.', 'large', 'scale', 'induction', 'engineering', 'bacterial', 'strain', 'expression', 'gp90', 'protein', '373', 'mgl.', 'sds-page', 'western', 'blot', 'detections', '...']"
51,cn106771186a b,yebio bioeng co ltd qingdao,2017-05-31,cn,china,en,"['antibody', 'testing', 'method', 'potency', 'cfs', 'classical', 'swine', 'fever', 'genetic', 'engineering', 'subunit', 'vaccine']","['...the', 'invention', 'provides', 'method', 'testing', 'potency', 'cfs', 'classical', 'swine', 'fever', 'virus', 'genetic', 'engineering', 'subunit', 'vaccine.', 'the...', 'immunization', 'groups', 'cfs', 'virus', 'genetic', 'engineering', 'subunit', 'vaccine', 'injected', 'rabbits', 'immunization', 'groups', 'substances...', 'positive', 'test', 'cfs', 'virus', 'genetic', 'engineering', 'subunit', 'vaccine', 'qualified.', 'method', 'testing', 'potency', '...']"
52,cn101659966a,yebio bioengineering co ltd of,2010-03-03,cn,china,en,"['method', 'constructing', 'universal', 'carrier', 'type', 'poultry', 'mareks', 'virus', 'vaccine', 'strain', 'gene', 'engineering', 'application', 'thereof']","['...the', 'invention', 'relates', 'method', 'constructing', 'universal', 'carrier', 'type', 'poultry', 'mareks', 'virus', 'vaccine', 'strain', 'gene', 'engineering', 'application', 'thereof.', 'construction', 'universal', 'carrier', 't-us', 'mainly', 'comprises', 'steps', 'designing...', 'elements.', 'universal', 'carrier', 'cotransfected', 'type', 'poultry', 'mareks', 'virus', 'obtain', 'recombined', 'typepoultry', '...']"
53,cn1322119c a,inst of hydrobiology chinese cn,2007-06-20,cn,china,en,"['mandarin', 'fish', 'rhabdo', 'virus', 'toxic', 'strain', 'preparation', 'method', 'application']","['...', 'tc199', 'culture', 'medium', 'ox', 'serum', 'grow', 'single', 'layer', 'cell', 'inoculation', 'virus', 'liquid', 'sampling', 'different', 'stages...', 'enlarged', 'culture', 'centrifugating', 'obtain', 'pure', 'virus.', 'said', 'process', 'simple', 'practical', 'separate', 'rhabdovirus', 'accompanied', 'virus', 'obtain', 'high', 'purity', 'virus', 'antigen', 'application', 'cell', 'engineering', 'vaccine', 'genetic', 'engineering', 'vaccine.', '...']"
54,ep4234703a2 a3,harvard college us,2023-08-30,ep,european patent office epo,en,"['genome', 'engineering']","['methods', 'genome', 'engineering', 'cells', 'using', 'talen', 'lacking', 'repeat', 'sequences', 'cas9', 'provided.']"
55,cn104894069a b,yang guodong,2015-09-09,cn,china,en,"['tissue', 'engineering', 'device', 'used', 'light-operated', 'insulin', 'rhythmic', 'secretion']","['...the', 'invention', 'discloses', 'tissue', 'engineering', 'device', 'used', 'light-operated', 'insulin', 'rhythmic', 'secretion.', 'helpful', 'tissue', 'engineering', 'device', 'used', 'treating', 'diabetes', 'instead', 'insulin', 'injection.', 'construction', 'method', 'comprises', 'following', 'steps', 'virus...', 'virus', 'expression', 'vector', 'obtained', 'via', 'expression', 'driven', 'ga14uas', 'constructed', 'transfection', 'virus', 'expression', 'vector', 'transfection', '...']"
56,ep3103866a1 a4b1,pulike biological eng inc cn,2016-12-14,ep,european patent office epo,en,"['mthode', 'dattnuation', 'du', 'virus', 'de', 'la', 'pseudorage', 'porcine', 'souches', 'virales', 'attnues', 'par', 'cette', 'dernire', 'son', 'composition', 'vaccinale', 'et', 'application']","['...this', 'invention', 'provides', 'method', 'attenuating', 'porcine', 'pseudorabies', 'virus', 'effectively', 'reproducibly', 'attenuate', 'porcine', 'pseudorabies', 'virus.', 'attenuated', 'strain', 'porcine', 'pseudorabies', 'virus', 'use', 'said', 'method', 'provide', 'effective', 'immunization', 'pigs.', '...']"
57,de19549523c2,iberica cyanamid es,2000-11-02,de,germany,en,"['new', 'proteins', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus']","['new', 'proteins', 'causative', 'virus', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'prrs', 'proteins', 'encoded...']"
58,cn1888050a,univ wuhan cn,2007-01-03,cn,china,en,"['yeast', 'engineering', 'bacterium', 'strain', 'expressing', 'hepatitis', 'b', 'virus', 'pres', 'antigen', 'vaccine', 'prepn', 'process']","['present', 'invention', 'discloses', 'one', 'kind', 'yeast', 'engineering', 'bacterium', 'strain', 'pichia', 'pastoris', 'gs115prescctcc', 'no.', 'm206068', 'hepatitis', 'b', 'virus', 'pres', 'expressing', 'antigen', 'vaccine.', 'yeast', 'strain', 'genome', 'containing', 'pres', 'whole', 'length', 'gene', 'hepatitis', 'b', 'virus', 'induction', 'secrete', 'hepatitis', 'b', 'virus', 'pres', 'protein', 'expression', 'amount', '10', 'mgl', '...']"
59,cn117285622a,lanzhou veterinary res inst caas,2023-12-26,cn,china,en,"['senecavirus-resistant', 'swine', 'fab', 'gene', 'engineering', 'antibody', 'well', 'preparation', 'method', 'application', 'senecavirus-resistant', 'swine', 'fab', 'gene', 'engineering', 'antibody']","['...the', 'invention', 'discloses', 'anti-seneca', 'virus', 'swine', 'fab', 'genetically', 'engineered', 'antibody', 'well', 'preparation', 'method', 'application', 'anti-seneca', 'virus', 'swine', 'fab', 'genetically', 'engineered', 'antibody.', 'single', 'b', 'cell', 'antibody', 'technology', 'utilized', 'sort...', 'fab', 'antibody', 'sva', 'specific', 'porcine', 'fab', 'antibody', 'obtained.', 'specific', 'swine', 'fab', 'gene', 'engineering', 'antibody', '...']"
60,wo2012122649a1,ottawa hospital res inst ca,2012-09-20,wo,world intellectual property organization wipo,fr,"['virus', 'orf', 'recombinant']","['la', 'prsente', 'invention', 'concerne', 'un', 'virus', 'orf', 'recombinant', 'et', 'son', 'utilisation', 'et', 'des', 'mthodes', 'impliquant', 'un', 'tel', 'virus', 'orf', 'recombinant', 'dans', 'le', 'traitement', 'de', 'troubles', 'dhyperprolifration.', 'le', 'virus', 'orf', 'recombinant', 'contient', 'un', 'ou', 'plusieurs', 'gnes', 'htrologues', 'de', 'la', 'gamme', 'des', 'htes.', 'de', 'faon', 'avantageuse', 'de', 'telles', 'modifications', 'gntiques', 'permettent', 'au', 'virus', 'orf', 'de', 'mieux', 'se', 'rpliquer', 'dans', 'des', 'cellules', '...']"
61,cn105462937a b,univ wuhan,2016-04-06,cn,china,en,"['enteroviral', 'chimeric', 'virus-like', 'particle', 'vaccine', 'preparation', 'method', 'application', 'thereof']","['...the', 'invention', 'discloses', 'enteroviral', 'chimeric', 'virus-like', 'particle', 'vaccine', 'preparation', 'method', 'application', 'thereof', 'belongs', 'field', 'biotechnologies.', 'chimeric', 'virus-like', 'particles', 'hepatitis', 'b', 'virus', 'core', 'protein', 'based', 'recombinant', 'enteroviral', 'multi-epitope', 'chimeric...', 'expression', 'plasmids', 'converted', 'escherichia', 'coli', 'obtain', 'engineering', 'bacteria.', 'engineering', 'bacteria', 'cultured', 'enteroviral', 'chimeric', 'virus', '...']"
62,cn103013895a b,univ huazhong agricultural,2013-04-03,cn,china,en,"['genetic', 'engineering', 'live', 'vaccine', 'recombinant', 'salmonella', 'choleraesuis', 'porcine', 'epidemic', 'diarrhea', 'virus', 'preparation', 'application']","['...the', 'invention', 'belongs', 'technical', 'field', 'animal', 'bacterial', 'genetic', 'engineering', 'concretely', 'relates', 'construction', 'recombinant...', 'diarrhea', 'virus', 'preparation', 'vaccine', 'application.', 'invention', 'obtains', 'recombinant', 'salmonella', 'choleraesuis', 'strains', 'c501-coe...', 'choleraesuis', 'porcine', 'epidemic', 'diarrhea', 'virus', 'effectively', 'prevent', 'infection', 'salmonella', 'choleraesuis', 'porcine', 'epidemic', 'diarrhea', 'virus.', '...']"
63,cn1406631a,dongkanglong virus bio technol,2003-04-02,cn,china,en,"['establishment', 'drug', 'production', 'system', 'non-virus', 'bio-technology']","['...', 'andor', 'deactivating', 'virus', 'monitoring', 'viral', 'pollution.']"
64,cn100503816c a,univ huazhong agricultural cn,2009-06-24,cn,china,en,"['recombinant', 'gene', 'engineered', 'strain', 'aujeszkys', 'disease-porcine', 'reproductive', 'respirator', 'syndrome', 'virus', 'uses']","['...', 'gene', 'project', 'toxic', 'strain', 'field', 'animal', 'virus', 'gene', 'engineering', 'technology.', 'recombination', 'infectious', 'bulbar', 'paralysis-pig', 'breeding', 'breathing', 'complex', 'gene', 'project', 'toxic', 'strain', 'pseudorabies', 'virus', 'hzauavl-prprrsvv-gp5mm', 'preserved', 'cctcc', '...']"
65,cn101618049a,pro virus inc,2010-01-06,cn,china,en,"['treatment', 'neoplasms', 'viruses']","['invention', 'relates', 'treatment', 'neoplasms', 'viruses.', 'subject', 'invention', 'relates', 'viruses', 'able', 'replicate', 'thereby', 'kill', 'neoplastic', 'cells', 'deficiency', 'ifn-mediated', 'antiviral', 'response', 'use', 'treating', 'neoplastic', 'disease', 'including', 'cancer', 'large', 'tumors.', 'rna', 'dna', 'viruses', 'useful', 'regard.', 'invention', 'also', 'relates', 'methods', 'selection', 'design', 'purification', 'use', 'viruses', 'cancer', 'therapy.']"
66,cn102329783a,univ soochow,2012-01-25,cn,china,en,"['prodenia', 'litura', 'gene', 'engineering', 'virus', 'no.3', 'building', 'method', 'thereof']","['invention', 'discloses', 'prodenia', 'litura', 'gene', 'engineering', 'virus', 'no.3', 'building', 'method', 'thereof', 'particular', 'relates', 'prodenia', 'litura', 'gene', 'engineering', 'virus', 'used', 'carrying', 'deficiency', 'recombination', 'wild', 'type', 'virus', 'spltmnpv', 'ii', 'utilizing', 'gene', 'engineering', 'method.', 'genome', 'virus', 'deficient', 'egt', 'gene', 'namely', 'ecdysteroid', '...']"
67,ep0175852a2 a3b1,daiichi seiyaku co jp,1986-04-02,ep,european patent office epo,en,"['verfahren', 'zur', 'herstellung', 'von', 'ntzlichen', 'substanzen', 'durch', 'verwendung', 'von', 'genetisch', 'manipulierter', 'virus-dns.']","['...', 'nuclear', 'polyhedrosis', 'virus', 'bmnpv', 'dna', 'disclosed.', 'bmnpv', 'dna', 'produced', 'recombination', 'double-stranded', 'dna', 'containing...', 'coding', 'production', 'useful', 'substance', 'exogenous', 'virus', 'without', 'iv', '3-downstream', 'bmnpv', '...']"
68,ep3070095a1 a4b1,univ beijing cn,2016-09-21,ep,european patent office epo,en,"['virus', 'adno-associ', 'prsentant', 'une', 'mutagense', 'dirige', 'et', 'une', 'modification', 'dirige', 'et', 'son', 'procd', 'de', 'prparation', 'et', 'application', 'associe']","['...the', 'present', 'invention', 'relates', 'adeno-associated', 'virus', 'site-directed', 'mutagenesis', 'site-specific', 'modification', 'preparation...', 'adeno-associated', 'virus', 'capsid', 'protein', 'vp1', 'fragment', 'thereof', 'thereby', 'obtaining', 'adeno-associated', 'virus', 'site-directed', 'mutagenesis...', 'used', 'tool', 'adeno-associated', 'virus', 'applied', 'various', 'aspects', 'associated', 'adeno-associated', 'virus', '...']"
69,cn1796563a,station of virus prevention ,2006-07-05,cn,china,en,"['cell', 'line', 'transgene', 'mammal', 'fusion', 'antigen', 'main', 'protein', 'previous', 'si', 'large', 'protein', 'hepatitis', 'b', 'surface', 'expressed', 'high', 'efficiency']","['...', 'gene', 'rna', 'addition', 'polymerization', 'signal', 'aataa', 'hepatitis', 'b', 'virus', 'enhancement', 'vector', '1', 'en1', 'enhancement', 'vector', '2', 'en2', 'mutational', 'x...', 'engineering', 'cell', 'lines', 'efficiently', 'express', 'fusion', 'protein', 'hepatitis', 'b', 'surface', 'antigen', 'former', '...']"
70,cn101092456a b,inst of virus prevention  con,2007-12-26,cn,china,en,"['gene', 'engineering', 'antibody', 'human', 'source', 'neutrality', 'anti', 'virus', 'h5n1', 'bird', 'flu']","['...this', 'invention', 'provides', 'human-derived', 'genetic', 'engineering', 'antibody', 'specifically', 'bond', 'avian', 'influenza', 'virus', 'h5n1.', 'genetic', 'engineering', 'antibody', 'derived', 'antibody', 'gene', 'library', 'avian', 'influenza', 'virus', 'h5n1', 'patients', 'convalescence.', 'recombinant', 'antibody', 'decided...', 'influenza', 'virus', 'haemagglutinin', 'protein', 'ha.', 'part', 'genes', 'antibody', 'cdr', 'modify', 'produce', 'genetic', 'engineering', '...']"
71,ep0281803a1,behringwerke ag de,1988-09-14,ep,european patent office epo,en,"['protines', 'fusionnes', 'immunogniques', 'contenant', 'des', 'protines', 'du', 'virus', 'depstein-barr.']","['fusion', 'proteins', 'obtained', 'genetic', 'engineering', 'contain', 'amounts', 'epstein-barr', 'virus', 'ebv', 'glycoprotein', '350', '220', 'suitable...']"
72,ep3075849a1 a4b1,takara bio inc jp,2016-10-05,ep,european patent office epo,en,"['procd', 'de', 'quantification', 'de', 'virus', 'adno-associ']","['...a', 'method', 'quantification', 'adeno-associated', 'virus', 'genome', 'including', 'steps', 'preparing', 'composition', 'containing', 'a...', 'adeno-associated', 'virus', 'intercalating', 'dye', 'b', 'performing', 'nucleic', 'acid', 'amplification', 'reaction', 'using', 'composition', 'prepared', 'in...', 'fields', 'medicine', 'gene', 'engineering', 'biology.', '...']"
73,cn103060343a,qingdao continent animal pharmaceutical co ltd,2013-04-24,cn,china,en,"['duck', 'plague', 'virus', 'g', 'e', 'protein', 'genes', 'application', 'thereof']","['...the', 'invention', 'relates', 'duck', 'plague', 'virus', 'g', 'e', 'protein', 'genes', 'application', 'thereof.', 'high', 'expression', 'nucleotide...', 'duck', 'plague', 'virus.', 'antibody', 'duck', 'plague', 'virus', 'detected', 'drawing', 'blood', 'fourteen', 'days', 'inoculating', 'and...', 'preparation', 'duck', 'plague', 'virus', 'gene', 'engineering', 'subunit', 'vaccine', 'cause', 'immune', 'response', 'ducks.', '...']"
74,cn101209351a b,wuchang shipyard cn,2008-07-02,cn,china,en,"['ankara', 'vaccinia', 'virus', 'genetic', 'engineering', 'vaccine', 'pig', 'replication', 'respiration', 'complex']","['...the', 'invention', 'discloses', 'porcine', 'reproductive', 'respiratory', 'syndrome-ankara', 'vaccinia', 'virus', 'genetic', 'engineering', 'vaccine', 'preparation', 'method', '1.', 'pcr', 'amplification', 'gp5', 'gene', 'carried', 'natural', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus', '2...', 'jn-2-gp5-db', 'plasmid', 'recombined', 'ankara', 'vaccinia', 'virus', 'obtain', 'porcine', 'reproductive', '...']"
